t,x,y,z
0.000,-19.9272,-0.0154,0.5000
0.010,-19.9189,-0.0154,0.5000
0.020,-19.9105,-0.0154,0.5000
0.030,-19.9021,-0.0155,0.5000
0.040,-19.8937,-0.0155,0.5000
0.050,-19.8854,-0.0155,0.5000
0.060,-19.8771,-0.0156,0.5000
0.070,-19.8687,-0.0156,0.5000
0.080,-19.8595,-0.0156,0.5000
0.090,-19.8520,-0.0157,0.5000
0.100,-19.8426,-0.0157,0.5000
0.110,-19.8354,-0.0157,0.5000
0.120,-19.8269,-0.0158,0.5000
0.130,-19.8189,-0.0158,0.5000
0.140,-19.8103,-0.0158,0.5000
0.150,-19.8103,-0.0158,0.5000
0.160,-19.7940,-0.0159,0.5000
0.170,-19.7858,-0.0159,0.5000
0.180,-19.7775,-0.0160,0.5000
0.190,-19.7691,-0.0160,0.5000
0.200,-19.7611,-0.0160,0.5000
0.210,-19.7529,-0.0161,0.5000
0.220,-19.7447,-0.0161,0.5000
0.230,-19.7365,-0.0161,0.5000
0.240,-19.7283,-0.0161,0.5000
0.250,-19.7201,-0.0162,0.5000
0.260,-19.7119,-0.0162,0.5000
0.270,-19.7037,-0.0162,0.5000
0.280,-19.6956,-0.0163,0.5000
0.290,-19.6874,-0.0163,0.5000
0.300,-19.6792,-0.0163,0.5000
0.310,-19.6711,-0.0163,0.5000
0.320,-19.6629,-0.0163,0.5000
0.330,-19.6548,-0.0164,0.5000
0.341,-19.6467,-0.0164,0.5000
0.350,-19.6385,-0.0164,0.5000
0.360,-19.6304,-0.0164,0.5000
0.370,-19.6223,-0.0164,0.5000
0.380,-19.6142,-0.0164,0.5000
0.390,-19.6061,-0.0164,0.5000
0.400,-19.5980,-0.0164,0.5000
0.410,-19.5899,-0.0164,0.5000
0.420,-19.5819,-0.0164,0.5000
0.430,-19.5737,-0.0164,0.5000
0.440,-19.5656,-0.0164,0.5000
0.450,-19.5576,-0.0164,0.5000
0.460,-19.5495,-0.0164,0.5000
0.470,-19.5415,-0.0164,0.5000
0.480,-19.5335,-0.0163,0.5000
0.490,-19.5254,-0.0163,0.5000
0.500,-19.5174,-0.0163,0.5000
0.510,-19.5094,-0.0163,0.5000
0.520,-19.5013,-0.0162,0.5000
0.530,-19.4933,-0.0162,0.5000
0.540,-19.4853,-0.0162,0.5000
0.550,-19.4773,-0.0161,0.5000
0.560,-19.4692,-0.0161,0.5000
0.570,-19.4612,-0.0160,0.5000
0.580,-19.4532,-0.0160,0.5000
0.590,-19.4453,-0.0159,0.5000
0.600,-19.4373,-0.0159,0.5000
0.610,-19.4293,-0.0158,0.5000
0.620,-19.4213,-0.0158,0.5000
0.630,-19.4133,-0.0157,0.5000
0.640,-19.4053,-0.0156,0.5000
0.650,-19.3973,-0.0156,0.5000
0.660,-19.3894,-0.0155,0.5000
0.670,-19.3815,-0.0154,0.5000
0.680,-19.3735,-0.0153,0.5000
0.690,-19.3656,-0.0152,0.5000
0.700,-19.3576,-0.0151,0.5000
0.710,-19.3497,-0.0150,0.5000
0.720,-19.3417,-0.0149,0.5000
0.731,-19.3338,-0.0148,0.5000
0.740,-19.3258,-0.0147,0.5000
0.750,-19.3179,-0.0146,0.5000
0.760,-19.3100,-0.0145,0.5000
0.770,-19.3021,-0.0144,0.5000
0.780,-19.2942,-0.0142,0.5000
0.790,-19.2863,-0.0141,0.5000
0.800,-19.2784,-0.0140,0.5000
0.810,-19.2705,-0.0138,0.5000
0.820,-19.2626,-0.0137,0.5000
0.830,-19.2546,-0.0136,0.5000
0.840,-19.2468,-0.0134,0.5000
0.850,-19.2389,-0.0132,0.5000
0.860,-19.2310,-0.0131,0.5000
0.870,-19.2231,-0.0129,0.5000
0.880,-19.2152,-0.0128,0.5000
0.890,-19.2073,-0.0126,0.5000
0.900,-19.1995,-0.0124,0.5000
0.910,-19.1916,-0.0122,0.5000
0.920,-19.1837,-0.0121,0.5000
0.930,-19.1759,-0.0119,0.5000
0.940,-19.1680,-0.0117,0.5000
0.950,-19.1601,-0.0115,0.5000
0.960,-19.1523,-0.0113,0.5000
0.970,-19.1444,-0.0111,0.5000
0.980,-19.1366,-0.0109,0.5000
0.990,-19.1287,-0.0106,0.5000
1.000,-19.1209,-0.0104,0.5000
1.010,-19.1131,-0.0102,0.5000
1.020,-19.1052,-0.0100,0.5000
1.030,-19.0974,-0.0097,0.5000
1.040,-19.0896,-0.0095,0.5000
1.050,-19.0817,-0.0093,0.5000
1.060,-19.0739,-0.0090,0.5000
1.070,-19.0661,-0.0088,0.5000
1.080,-19.0583,-0.0085,0.5000
1.090,-19.0504,-0.0083,0.5000
1.100,-19.0426,-0.0080,0.5000
1.110,-19.0345,-0.0077,0.5000
1.120,-19.0270,-0.0075,0.5000
1.130,-19.0192,-0.0072,0.5000
1.140,-19.0114,-0.0069,0.5000
1.150,-19.0035,-0.0066,0.5000
1.161,-18.9957,-0.0063,0.5000
1.171,-18.9880,-0.0060,0.5000
1.180,-18.9801,-0.0057,0.5000
1.191,-18.9724,-0.0054,0.5000
1.200,-18.9646,-0.0051,0.5000
1.210,-18.9568,-0.0048,0.5000
1.220,-18.9490,-0.0045,0.5000
1.230,-18.9413,-0.0042,0.5000
1.240,-18.9335,-0.0039,0.5000
1.250,-18.9257,-0.0035,0.5000
1.260,-18.9179,-0.0032,0.5000
1.270,-18.9101,-0.0029,0.5000
1.280,-18.9024,-0.0026,0.5000
1.290,-18.8946,-0.0022,0.5000
1.300,-18.8868,-0.0019,0.5000
1.310,-18.8791,-0.0015,0.5000
1.320,-18.8713,-0.0012,0.5000
1.330,-18.8636,-0.0008,0.5000
1.340,-18.8558,-0.0005,0.5000
1.350,-18.8480,-0.0001,0.5000
1.360,-18.8403,0.0002,0.5000
1.370,-18.8325,0.0006,0.5000
1.380,-18.8248,0.0010,0.5000
1.390,-18.8171,0.0013,0.5000
1.400,-18.8093,0.0017,0.5000
1.410,-18.8016,0.0021,0.5000
1.420,-18.7938,0.0024,0.5000
1.430,-18.7861,0.0028,0.5000
1.440,-18.7784,0.0032,0.5000
1.450,-18.7707,0.0036,0.5000
1.460,-18.7629,0.0040,0.5000
1.470,-18.7552,0.0043,0.5000
1.480,-18.7475,0.0047,0.5000
1.490,-18.7398,0.0051,0.5000
1.500,-18.7321,0.0055,0.5000
1.510,-18.7244,0.0059,0.5000
1.520,-18.7167,0.0063,0.5000
1.530,-18.7090,0.0066,0.5000
